name,state,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,A1,A2,A3,B1,B2,B3
GENE-5154,NO,629.7,344,285.7,0.831,-0.3,2.6e-01,1.0e+00,0.9088,1258,454,267,311,265,281,311
GENE-578,NO,212.7,95.7,117,1.218,0.3,2.6e-01,1.0e+00,0.9088,1259,105,95,87,149,84,118
GENE-16310,NO,863,401.3,461.7,1.151,0.2,2.7e-01,1.0e+00,0.9088,1260,328,445,431,444,502,439
GENE-6900,NO,21,12.7,8.3,0.657,-0.6,2.7e-01,1.0e+00,0.9088,1260,11,9,18,3,10,12
GENE-5228,NO,266.7,142.7,124,0.867,-0.2,2.7e-01,1.0e+00,0.9088,1261,158,153,117,122,122,128
GENE-17814,NO,325.3,175.3,150,0.855,-0.2,2.7e-01,1.0e+00,0.9088,1262,178,145,203,166,130,154
GENE-18427,NO,348.7,129,219.7,1.699,0.8,2.7e-01,1.0e+00,0.9088,1263,46,118,223,133,387,139
GENE-948,NO,891,401.7,489.3,1.22,0.3,2.7e-01,1.0e+00,0.9088,1264,330,537,338,547,517,404
GENE-18172,NO,39.3,17.7,21.7,1.216,0.3,2.7e-01,1.0e+00,0.9088,1265,19,17,17,17,24,24
GENE-3914,NO,250.3,108.3,142,1.307,0.4,2.7e-01,1.0e+00,0.9088,1266,121,130,74,157,179,90
GENE-15620,NO,400,185,215,1.159,0.2,2.7e-01,1.0e+00,0.9088,1267,181,213,161,220,239,186
GENE-2709,NO,150.7,66.7,84,1.256,0.3,2.7e-01,1.0e+00,0.9088,1268,62,84,54,58,94,100
GENE-17343,NO,37,16.3,20.7,1.254,0.3,2.7e-01,1.0e+00,0.9088,1269,20,14,15,19,17,26
GENE-7753,NO,35,11,24,2.151,1.1,2.7e-01,1.0e+00,0.9088,1270,12,21,0,9,40,23
GENE-2770,NO,452.3,283,169.3,0.599,-0.7,2.7e-01,1.0e+00,0.9088,1270,314,438,97,74,171,263
GENE-13944,NO,38.7,21.7,17,0.78,-0.4,2.7e-01,1.0e+00,0.9088,1271,28,17,20,22,15,14
GENE-11608,NO,184.3,75.7,108.7,1.43,0.5,2.7e-01,1.0e+00,0.9088,1272,47,48,132,84,126,116
GENE-6951,NO,85.7,47,38.7,0.817,-0.3,2.7e-01,1.0e+00,0.9088,1273,54,50,37,38,31,47
GENE-10878,NO,707.3,393.3,314,0.799,-0.3,2.7e-01,1.0e+00,0.9088,1274,405,498,277,350,361,231
GENE-7622,NO,659,307.3,351.7,1.145,0.2,2.7e-01,1.0e+00,0.9088,1275,322,343,257,329,380,346
GENE-13285,NO,484.7,228,256.7,1.125,0.2,2.7e-01,1.0e+00,0.9088,1276,204,241,239,253,269,248
GENE-14061,NO,76.3,42.7,33.7,0.784,-0.4,2.7e-01,1.0e+00,0.9088,1277,54,27,47,36,37,28
GENE-12389,NO,73,32.3,40.7,1.247,0.3,2.7e-01,1.0e+00,0.9088,1278,26,42,29,42,48,32
GENE-11156,NO,25,14.3,10.7,0.741,-0.4,2.7e-01,1.0e+00,0.9088,1279,11,17,15,6,13,13
GENE-16393,NO,194,103,91,0.88,-0.2,2.7e-01,1.0e+00,0.9088,1280,113,96,100,87,91,95
GENE-14423,NO,42.3,18.3,24,1.297,0.4,2.7e-01,1.0e+00,0.9088,1280,23,18,14,27,29,16
GENE-18627,NO,102.7,43.3,59.3,1.359,0.4,2.7e-01,1.0e+00,0.9088,1281,59,23,48,42,69,67
GENE-14150,NO,151,82,69,0.839,-0.3,2.7e-01,1.0e+00,0.9088,1282,68,92,86,73,55,79
GENE-14388,NO,1363.3,716.3,647,0.903,-0.1,2.7e-01,1.0e+00,0.9088,1283,718,733,698,667,647,627
GENE-15627,NO,39855.3,24415.7,15439.7,0.632,-0.7,2.7e-01,1.0e+00,0.9088,1284,8618,24395,40234,16765,8797,20757
GENE-10469,NO,82.3,47.3,35,0.735,-0.4,2.7e-01,1.0e+00,0.9088,1285,29,48,65,44,39,22
GENE-18324,NO,29,16,13,0.808,-0.3,2.7e-01,1.0e+00,0.9097,1287,18,17,13,15,11,13
GENE-9608,NO,3470.7,2237.7,1233,0.551,-0.9,2.7e-01,1.0e+00,0.9102,1289,1292,2621,2800,268,950,2481
GENE-1769,NO,111,48.7,62.3,1.271,0.3,2.7e-01,1.0e+00,0.9102,1290,40,36,70,57,57,73
GENE-1731,NO,109.7,50.3,59.3,1.17,0.2,2.7e-01,1.0e+00,0.9115,1293,60,47,44,62,61,55
GENE-16530,NO,1188.7,645.3,543.3,0.842,-0.2,2.7e-01,1.0e+00,0.9115,1293,594,508,834,527,510,593
GENE-17003,NO,6098.3,2846,3252.3,1.143,0.2,2.7e-01,1.0e+00,0.9115,1294,3383,2544,2611,2982,3395,3380
GENE-5531,NO,43.7,20,23.7,1.174,0.2,2.7e-01,1.0e+00,0.9116,1295,21,19,20,23,25,23
GENE-9403,NO,467.7,262.7,205,0.781,-0.4,2.7e-01,1.0e+00,0.9116,1296,212,182,394,199,228,188
GENE-2640,NO,77.3,42,35.3,0.836,-0.3,2.7e-01,1.0e+00,0.9116,1297,35,41,50,30,37,39
GENE-13994,NO,12845.7,6002,6843.7,1.14,0.2,2.7e-01,1.0e+00,0.9116,1298,5210,6669,6127,7243,7362,5926
GENE-19000,NO,253.3,116,137.3,1.181,0.2,2.7e-01,1.0e+00,0.9116,1299,119,105,124,146,161,105
GENE-9706,NO,394,210.7,183.3,0.87,-0.2,2.7e-01,1.0e+00,0.9116,1300,198,225,209,158,176,216
GENE-12680,NO,86,37.7,48.3,1.273,0.3,2.7e-01,1.0e+00,0.9116,1301,23,48,42,42,51,52
GENE-14801,NO,35.7,20.7,15,0.723,-0.5,2.7e-01,1.0e+00,0.9116,1302,20,12,30,10,18,17
GENE-14455,NO,7372,3478.7,3893.3,1.119,0.2,2.7e-01,1.0e+00,0.9116,1303,3655,3370,3411,3644,4371,3665
GENE-16797,NO,428.3,199.3,229,1.149,0.2,2.7e-01,1.0e+00,0.9116,1304,186,233,179,255,209,223
GENE-9656,NO,221,119.3,101.7,0.848,-0.2,2.7e-01,1.0e+00,0.9116,1305,105,128,125,120,80,105
GENE-5398,NO,119.3,51.7,67.7,1.299,0.4,2.7e-01,1.0e+00,0.9116,1305,53,69,33,74,80,49
GENE-9414,NO,1403.7,575.7,828,1.439,0.5,2.7e-01,1.0e+00,0.9116,1306,796,668,263,706,580,1198
GENE-906,NO,193.7,104,89.7,0.859,-0.2,2.7e-01,1.0e+00,0.9116,1307,91,102,119,76,98,95
GENE-4490,NO,60,21,39,1.836,0.9,2.7e-01,1.0e+00,0.9116,1308,5,45,13,20,62,35
GENE-2521,NO,100.7,58.7,42,0.715,-0.5,2.8e-01,1.0e+00,0.9116,1309,51,81,44,27,68,31
GENE-19158,NO,22.3,12.7,9.7,0.76,-0.4,2.8e-01,1.0e+00,0.9116,1310,16,10,12,9,7,13
GENE-5537,NO,52.7,28.7,24,0.832,-0.3,2.8e-01,1.0e+00,0.9139,1314,28,23,35,23,25,24
GENE-1422,NO,1540,652.7,887.3,1.358,0.4,2.8e-01,1.0e+00,0.9139,1315,702,590,666,634,1481,547
GENE-18741,NO,1306.3,620.3,686,1.106,0.1,2.8e-01,1.0e+00,0.9139,1316,609,645,607,671,700,687
GENE-18459,NO,197,108.7,88.3,0.81,-0.3,2.8e-01,1.0e+00,0.9139,1317,145,97,84,70,97,98
GENE-7060,NO,975,558.7,416.3,0.746,-0.4,2.8e-01,1.0e+00,0.9139,1318,441,554,681,648,354,247
GENE-10472,NO,104.3,56.3,48,0.846,-0.2,2.8e-01,1.0e+00,0.9139,1319,56,67,46,43,51,50
GENE-15148,NO,1372.3,729,643.3,0.882,-0.2,2.8e-01,1.0e+00,0.9139,1320,724,771,692,568,616,746
GENE-14329,NO,3489.7,1935.3,1554.3,0.803,-0.3,2.8e-01,1.0e+00,0.9139,1321,1985,2335,1486,1245,2131,1287
GENE-15327,NO,320.3,170.3,150,0.878,-0.2,2.8e-01,1.0e+00,0.9139,1321,163,187,161,156,163,131
GENE-18141,NO,640.7,347.3,293.3,0.845,-0.2,2.8e-01,1.0e+00,0.9145,1323,297,358,387,373,253,254
GENE-4964,NO,87,48.7,38.3,0.783,-0.4,2.8e-01,1.0e+00,0.9145,1324,71,34,41,38,35,42
GENE-15915,NO,199,88.3,110.7,1.251,0.3,2.8e-01,1.0e+00,0.9145,1325,85,120,60,115,125,92
GENE-18962,NO,352.7,160.3,192.3,1.197,0.3,2.8e-01,1.0e+00,0.9145,1326,132,153,196,180,236,161
GENE-10186,NO,1337.3,741,596.3,0.805,-0.3,2.8e-01,1.0e+00,0.9155,1328,479,829,915,562,713,514
GENE-1846,NO,71.3,39,32.3,0.824,-0.3,2.8e-01,1.0e+00,0.9158,1330,31,46,40,34,26,37
GENE-4646,NO,23.7,10.3,13.3,1.278,0.4,2.8e-01,1.0e+00,0.9158,1331,7,11,13,15,13,12
GENE-4198,NO,128,57.3,70.7,1.223,0.3,2.8e-01,1.0e+00,0.9158,1332,67,65,40,82,62,68
GENE-10778,YES,400,224.3,175.7,0.784,-0.4,2.8e-01,1.0e+00,0.9158,1333,217,281,175,164,119,244
GENE-4370,NO,563,299.3,263.7,0.882,-0.2,2.8e-01,1.0e+00,0.9158,1333,275,278,345,282,263,246
GENE-17838,NO,78.7,36.3,42.3,1.156,0.2,2.8e-01,1.0e+00,0.9158,1334,38,34,37,38,43,46
GENE-9557,NO,568,306,262,0.856,-0.2,2.8e-01,1.0e+00,0.9158,1335,376,295,247,287,262,237
GENE-3173,NO,820,467.3,352.7,0.754,-0.4,2.8e-01,1.0e+00,0.9173,1338,526,408,468,290,211,557
GENE-5921,NO,2182.3,1205.3,977,0.811,-0.3,2.8e-01,1.0e+00,0.9176,1340,886,1619,1111,1151,776,1004
GENE-11186,NO,38,22.3,15.7,0.698,-0.5,2.8e-01,1.0e+00,0.9176,1341,28,14,25,10,26,11
GENE-16857,NO,389.3,233,156.3,0.67,-0.6,2.8e-01,1.0e+00,0.9176,1342,208,181,310,107,76,286
GENE-16345,NO,32106,14952.3,17153.7,1.147,0.2,2.8e-01,1.0e+00,0.9176,1343,14925,17312,12620,16933,19353,15175
GENE-9650,NO,3792,1750,2042,1.167,0.2,2.8e-01,1.0e+00,0.9176,1343,1956,1380,1914,1857,2388,1881
GENE-8825,NO,34.7,15.3,19.3,1.249,0.3,2.8e-01,1.0e+00,0.9176,1344,15,20,11,18,19,21
GENE-17639,NO,4496.3,2126,2370.3,1.115,0.2,2.8e-01,1.0e+00,0.9176,1345,1965,2178,2235,2494,2464,2153
GENE-14302,NO,851,449.7,401.3,0.892,-0.2,2.8e-01,1.0e+00,0.9176,1346,423,453,473,440,404,360
GENE-5166,NO,156.7,71,85.7,1.203,0.3,2.8e-01,1.0e+00,0.9176,1347,62,89,62,81,72,104
GENE-1382,NO,199,90.7,108.3,1.193,0.3,2.8e-01,1.0e+00,0.9176,1348,84,114,74,90,117,118
GENE-10781,NO,136.7,73.3,63.3,0.861,-0.2,2.8e-01,1.0e+00,0.9176,1349,74,84,62,62,58,70
GENE-19571,NO,107.7,33,74.7,2.249,1.2,2.8e-01,1.0e+00,0.9176,1350,5,53,41,85,132,7
GENE-13538,NO,1575.3,847.7,727.7,0.859,-0.2,2.8e-01,1.0e+00,0.9176,1351,829,890,824,824,545,814
GENE-97,NO,380.7,204,176.7,0.865,-0.2,2.8e-01,1.0e+00,0.9176,1352,185,191,236,206,154,170
GENE-14244,NO,146.7,68,78.7,1.148,0.2,2.8e-01,1.0e+00,0.9176,1353,75,63,66,73,74,89
GENE-18635,NO,51.7,23,28.7,1.236,0.3,2.9e-01,1.0e+00,0.9176,1354,29,18,22,24,27,35
GENE-18995,NO,811.7,373.3,438.3,1.175,0.2,2.9e-01,1.0e+00,0.9176,1354,308,397,415,517,348,450
GENE-12844,NO,919.3,494.3,425,0.86,-0.2,2.9e-01,1.0e+00,0.9176,1355,424,471,588,473,353,449
GENE-5163,NO,52.7,18.7,34,1.803,0.9,2.9e-01,1.0e+00,0.9176,1356,22,19,15,4,42,56
GENE-16410,NO,296.7,122.7,174,1.417,0.5,2.9e-01,1.0e+00,0.9176,1357,65,161,142,272,120,130
GENE-3061,NO,2101.7,1343.7,758,0.564,-0.8,2.9e-01,1.0e+00,0.9176,1358,517,2151,1363,1108,186,980
GENE-18563,NO,6138,2776.3,3361.7,1.211,0.3,2.9e-01,1.0e+00,0.9176,1359,3466,1825,3038,3299,3298,3488
GENE-1458,NO,300.7,164.7,136,0.826,-0.3,2.9e-01,1.0e+00,0.9176,1360,167,137,190,175,130,103
GENE-13999,NO,1534,807.3,726.7,0.9,-0.2,2.9e-01,1.0e+00,0.9176,1361,786,776,860,724,775,681
GENE-129,NO,112.3,47,65.3,1.38,0.5,2.9e-01,1.0e+00,0.9176,1362,34,32,75,78,42,76
GENE-15856,NO,669.3,357.7,311.7,0.872,-0.2,2.9e-01,1.0e+00,0.9176,1363,437,316,320,316,304,315
GENE-7455,NO,235.3,86.7,148.7,1.706,0.8,2.9e-01,1.0e+00,0.9177,1364,148,46,66,126,273,47
GENE-2829,NO,31,13.7,17.3,1.257,0.3,2.9e-01,1.0e+00,0.9177,1365,15,11,15,17,22,13
GENE-15975,NO,30.3,16.7,13.7,0.815,-0.3,2.9e-01,1.0e+00,0.9177,1365,15,18,17,11,17,13
GENE-12808,NO,2231.7,1029.3,1202.3,1.168,0.2,2.9e-01,1.0e+00,0.9177,1366,907,972,1209,1061,1477,1069
GENE-3434,NO,1753.7,948.7,805,0.849,-0.2,2.9e-01,1.0e+00,0.9177,1367,1213,835,798,896,820,699
GENE-4755,NO,92,40.7,51.3,1.252,0.3,2.9e-01,1.0e+00,0.9177,1368,43,46,33,47,37,70
GENE-19203,NO,54.3,24.3,30,1.223,0.3,2.9e-01,1.0e+00,0.9177,1369,28,22,23,38,23,29
GENE-15398,NO,42,18,24,1.322,0.4,2.9e-01,1.0e+00,0.9177,1370,15,11,28,23,25,24
GENE-11864,NO,34.7,15.7,19,1.202,0.3,2.9e-01,1.0e+00,0.9177,1371,14,14,19,20,19,18
GENE-7815,NO,1218,648,570,0.879,-0.2,2.9e-01,1.0e+00,0.9177,1372,750,655,539,574,594,542
GENE-8017,NO,26.7,14.7,12,0.814,-0.3,2.9e-01,1.0e+00,0.9177,1373,18,12,14,13,11,12
GENE-5440,NO,162.3,86.3,76,0.877,-0.2,2.9e-01,1.0e+00,0.9177,1374,95,89,75,79,74,75
GENE-12700,NO,590.7,276,314.7,1.141,0.2,2.9e-01,1.0e+00,0.9177,1375,262,274,292,290,278,376
GENE-8203,NO,141.3,79.7,61.7,0.772,-0.4,2.9e-01,1.0e+00,0.9177,1376,70,88,81,48,42,95
GENE-5256,NO,284.3,175.7,108.7,0.618,-0.7,2.9e-01,1.0e+00,0.9177,1377,97,333,97,154,124,48
GENE-11937,NO,61,34.7,26.3,0.755,-0.4,2.9e-01,1.0e+00,0.9177,1377,40,25,39,38,16,25
GENE-5702,NO,3378.7,1445.7,1933,1.337,0.4,2.9e-01,1.0e+00,0.9177,1378,1537,1270,1530,3007,1788,1004
GENE-15120,NO,64.7,29,35.7,1.22,0.3,2.9e-01,1.0e+00,0.9177,1379,28,21,38,34,36,37
GENE-642,NO,583.3,313.7,269.7,0.861,-0.2,2.9e-01,1.0e+00,0.9177,1380,306,326,309,249,339,221
GENE-19046,NO,330,186.7,143.3,0.766,-0.4,2.9e-01,1.0e+00,0.9177,1381,172,261,127,94,155,181
GENE-3355,NO,91,52,39,0.745,-0.4,2.9e-01,1.0e+00,0.9177,1382,27,72,57,33,35,49
GENE-14309,NO,29.7,17.3,12.3,0.708,-0.5,2.9e-01,1.0e+00,0.9177,1383,19,23,10,8,19,10
GENE-11155,NO,5744.7,2701.7,3043,1.126,0.2,2.9e-01,1.0e+00,0.9177,1384,2672,2771,2662,2729,2827,3573
GENE-10270,NO,72,38.7,33.3,0.856,-0.2,2.9e-01,1.0e+00,0.9177,1385,41,38,37,38,28,34
GENE-16216,NO,42,24.7,17.3,0.699,-0.5,2.9e-01,1.0e+00,0.9177,1386,26,27,21,31,12,9
GENE-8891,NO,474.7,262.3,212.3,0.81,-0.3,2.9e-01,1.0e+00,0.9177,1387,167,307,313,178,221,238
GENE-3711,NO,211,112.7,98.3,0.869,-0.2,2.9e-01,1.0e+00,0.9177,1388,132,105,101,109,91,95
GENE-6639,NO,25.7,14.7,11,0.747,-0.4,2.9e-01,1.0e+00,0.9177,1388,14,17,13,11,6,16
GENE-4764,NO,385,177.7,207.3,1.165,0.2,2.9e-01,1.0e+00,0.9177,1389,200,145,188,217,232,173
GENE-5834,NO,135.3,76.7,58.7,0.763,-0.4,2.9e-01,1.0e+00,0.9177,1390,49,105,76,63,74,39
GENE-16168,NO,278.3,123.3,155,1.256,0.3,2.9e-01,1.0e+00,0.9177,1391,90,149,131,214,123,128
GENE-2589,NO,4799.7,2170.7,2629,1.211,0.3,2.9e-01,1.0e+00,0.9177,1392,2939,1870,1703,3124,2413,2350
GENE-11391,NO,2733,1515.3,1217.7,0.804,-0.3,2.9e-01,1.0e+00,0.9177,1393,1422,1745,1379,1617,1279,757
GENE-16858,NO,98.7,53.7,45,0.833,-0.3,2.9e-01,1.0e+00,0.9177,1394,54,55,52,55,48,32
GENE-9182,NO,260.3,121,139.3,1.149,0.2,2.9e-01,1.0e+00,0.9177,1395,113,117,133,135,163,120
GENE-4725,NO,2935,1371,1564,1.141,0.2,2.9e-01,1.0e+00,0.9177,1396,1405,1507,1201,1822,1363,1507
GENE-12102,NO,5150.7,2716.3,2434.3,0.896,-0.2,2.9e-01,1.0e+00,0.9177,1397,2410,2792,2947,2323,2377,2603
GENE-18576,NO,1001,456,545,1.196,0.3,2.9e-01,1.0e+00,0.9177,1398,438,448,482,538,710,387
GENE-17211,NO,30.3,17,13.3,0.78,-0.4,3.0e-01,1.0e+00,0.9177,1399,13,18,20,17,9,14
GENE-15781,NO,835.3,442.7,392.7,0.887,-0.2,3.0e-01,1.0e+00,0.9177,1399,482,446,400,426,409,343
GENE-6090,NO,26.7,10,16.7,1.648,0.7,3.0e-01,1.0e+00,0.9177,1400,10,4,16,13,7,30
GENE-9979,NO,1287.7,681.7,606,0.889,-0.2,3.0e-01,1.0e+00,0.9177,1401,712,680,653,525,605,688
GENE-16670,NO,270,120,150,1.25,0.3,3.0e-01,1.0e+00,0.9177,1402,142,101,117,170,186,94
GENE-5774,NO,78.3,32,46.3,1.435,0.5,3.0e-01,1.0e+00,0.9177,1403,41,44,11,52,39,48
GENE-9337,NO,2011.3,928,1083.3,1.168,0.2,3.0e-01,1.0e+00,0.9177,1404,945,876,963,865,1389,996
GENE-602,NO,273.3,145.3,128,0.879,-0.2,3.0e-01,1.0e+00,0.9177,1405,127,150,159,140,114,130
GENE-6876,NO,1318.3,627.3,691,1.101,0.1,3.0e-01,1.0e+00,0.9177,1406,624,641,617,689,719,665
GENE-17210,NO,468.3,210,258.3,1.23,0.3,3.0e-01,1.0e+00,0.9177,1407,159,257,214,331,188,256
GENE-5233,NO,53.7,23.7,30,1.258,0.3,3.0e-01,1.0e+00,0.9177,1408,29,17,25,24,27,39
GENE-6844,NO,3180.3,1682.3,1498,0.891,-0.2,3.0e-01,1.0e+00,0.9177,1409,1749,1428,1870,1522,1520,1452
GENE-14012,NO,1318.3,703.7,614.7,0.874,-0.2,3.0e-01,1.0e+00,0.9177,1410,592,817,702,698,582,564
GENE-15799,NO,17254.7,7315.3,9939.3,1.359,0.4,3.0e-01,1.0e+00,0.9177,1410,10327,7939,3680,12480,6820,10518
GENE-16913,NO,221.3,121.3,100,0.823,-0.3,3.0e-01,1.0e+00,0.9177,1411,118,129,117,101,131,68
GENE-10361,NO,28,12,16,1.321,0.4,3.0e-01,1.0e+00,0.9177,1412,12,7,17,19,13,16
GENE-19204,NO,2415,1145.7,1269.3,1.108,0.1,3.0e-01,1.0e+00,0.9177,1413,1190,1136,1111,1282,1159,1367
GENE-6008,NO,2341.7,1100.7,1241,1.127,0.2,3.0e-01,1.0e+00,0.9177,1414,1158,936,1208,1292,1294,1137
GENE-16884,NO,125.7,74.3,51.3,0.687,-0.5,3.0e-01,1.0e+00,0.9177,1415,108,31,84,61,30,63
GENE-3888,NO,61.3,27,34.3,1.261,0.3,3.0e-01,1.0e+00,0.9177,1416,37,25,19,27,39,37
GENE-15635,NO,941,507.3,433.7,0.855,-0.2,3.0e-01,1.0e+00,0.9177,1417,468,518,536,380,362,559
GENE-16872,NO,482.7,269.7,213,0.791,-0.3,3.0e-01,1.0e+00,0.9182,1419,272,370,167,180,202,257
GENE-11183,NO,4336.7,2278.3,2058.3,0.903,-0.1,3.0e-01,1.0e+00,0.9191,1421,2371,2243,2221,2256,1978,1941
GENE-16285,NO,566.3,308,258.3,0.84,-0.3,3.0e-01,1.0e+00,0.9198,1423,406,240,278,248,291,236
GENE-3005,NO,139.7,65.3,74.3,1.129,0.2,3.0e-01,1.0e+00,0.9198,1424,62,65,69,79,70,74
GENE-8171,NO,127,80.3,46.7,0.579,-0.8,3.0e-01,1.0e+00,0.9198,1425,62,161,18,48,29,63
GENE-15435,NO,24,14,10,0.711,-0.5,3.0e-01,1.0e+00,0.9198,1426,13,22,7,12,8,10
GENE-3342,NO,31.7,13.7,18,1.304,0.4,3.0e-01,1.0e+00,0.9198,1427,11,15,15,16,26,12
GENE-8470,NO,1135.7,534.3,601.3,1.125,0.2,3.0e-01,1.0e+00,0.9198,1428,507,499,597,554,677,573
GENE-2425,NO,36.7,16.7,20,1.19,0.3,3.0e-01,1.0e+00,0.9198,1429,17,18,15,21,17,22
GENE-2539,NO,140.3,76,64.3,0.844,-0.2,3.0e-01,1.0e+00,0.9198,1429,85,84,59,76,61,56
GENE-409,NO,2401.3,1461.3,940,0.643,-0.6,3.0e-01,1.0e+00,0.9198,1430,1172,2090,1122,307,1672,841
GENE-18573,NO,431.7,188,243.7,1.295,0.4,3.0e-01,1.0e+00,0.9198,1431,141,291,132,198,294,239
GENE-7329,NO,733.3,338,395.3,1.17,0.2,3.0e-01,1.0e+00,0.9198,1432,441,294,279,405,385,396
GENE-19847,NO,86.7,48.7,38,0.776,-0.4,3.0e-01,1.0e+00,0.9198,1433,67,48,31,28,40,46
GENE-15212,NO,309.7,165.7,144,0.867,-0.2,3.0e-01,1.0e+00,0.9198,1434,146,166,185,147,166,119
GENE-13514,NO,733,343,390,1.137,0.2,3.0e-01,1.0e+00,0.9198,1435,357,331,341,398,319,453
GENE-12577,NO,4057,1867.3,2189.7,1.172,0.2,3.0e-01,1.0e+00,0.9198,1436,2095,1550,1957,2002,2747,1820
GENE-7945,NO,39,17.3,21.7,1.239,0.3,3.0e-01,1.0e+00,0.9198,1437,17,14,21,18,28,19
GENE-9371,NO,181.7,103,78.7,0.761,-0.4,3.0e-01,1.0e+00,0.9198,1438,115,121,73,91,43,102
GENE-3400,NO,101.3,46.3,55,1.178,0.2,3.0e-01,1.0e+00,0.9198,1439,37,54,48,63,50,52
GENE-11121,NO,19.3,11.3,8,0.704,-0.5,3.0e-01,1.0e+00,0.9198,1440,16,7,11,9,4,11
GENE-15699,NO,299,140.7,158.3,1.125,0.2,3.0e-01,1.0e+00,0.9198,1440,133,137,152,159,173,143
GENE-19275,NO,111.3,51.3,60,1.16,0.2,3.1e-01,1.0e+00,0.9198,1441,52,52,50,49,71,60
GENE-15025,NO,26,11,15,1.349,0.4,3.1e-01,1.0e+00,0.9198,1442,10,14,9,17,20,8
GENE-2877,NO,799,448,351,0.784,-0.4,3.1e-01,1.0e+00,0.9198,1443,569,253,522,388,389,276
GENE-4562,NO,73.7,31.7,42,1.316,0.4,3.1e-01,1.0e+00,0.9198,1444,45,19,31,48,29,49
GENE-17153,NO,164.7,76.3,88.3,1.154,0.2,3.1e-01,1.0e+00,0.9198,1445,73,84,72,94,72,99
GENE-17510,NO,189.3,103.3,86,0.829,-0.3,3.1e-01,1.0e+00,0.9198,1446,91,141,78,91,87,80
GENE-19361,NO,2266,1235.7,1030.3,0.834,-0.3,3.1e-01,1.0e+00,0.9198,1447,1254,1099,1354,1414,843,834
GENE-17446,NO,46.7,20.3,26.3,1.284,0.4,3.1e-01,1.0e+00,0.9198,1448,26,18,17,35,17,27
GENE-7825,NO,37,21,16,0.758,-0.4,3.1e-01,1.0e+00,0.9198,1449,16,29,18,10,17,21
GENE-19420,NO,221.3,140,81.3,0.58,-0.8,3.1e-01,1.0e+00,0.9198,1450,39,95,286,133,53,58
GENE-12633,NO,80.7,36.7,44,1.191,0.3,3.1e-01,1.0e+00,0.9198,1451,38,28,44,38,48,46
GENE-19498,NO,315.7,147.3,168.3,1.141,0.2,3.1e-01,1.0e+00,0.9198,1452,158,151,133,189,175,141
GENE-6286,NO,2212.3,1022.3,1190,1.164,0.2,3.1e-01,1.0e+00,0.9198,1452,787,1220,1060,1077,1135,1358
GENE-2204,NO,938.7,445.7,493,1.107,0.1,3.1e-01,1.0e+00,0.9198,1453,414,445,478,478,520,481
GENE-3297,NO,186,81,105,1.291,0.4,3.1e-01,1.0e+00,0.9198,1454,84,52,107,79,145,91
GENE-14192,NO,127.7,69.3,58.3,0.836,-0.3,3.1e-01,1.0e+00,0.9198,1455,85,67,56,51,52,72
GENE-14668,NO,36,14.7,21.3,1.44,0.5,3.1e-01,1.0e+00,0.9198,1456,6,24,14,27,15,22
GENE-2362,NO,485.7,279,206.7,0.741,-0.4,3.1e-01,1.0e+00,0.9198,1457,460,148,229,190,193,237
GENE-1796,NO,197.3,108.7,88.7,0.812,-0.3,3.1e-01,1.0e+00,0.9198,1458,116,139,71,105,82,79
GENE-18407,NO,165.3,75,90.3,1.205,0.3,3.1e-01,1.0e+00,0.9198,1459,83,84,58,67,105,99
GENE-10356,NO,98.3,41.7,56.7,1.348,0.4,3.1e-01,1.0e+00,0.9198,1460,41,52,32,80,62,28
GENE-10661,NO,407.3,191.7,215.7,1.124,0.2,3.1e-01,1.0e+00,0.9198,1461,189,210,176,214,238,195
GENE-5574,NO,144.7,82.7,62,0.745,-0.4,3.1e-01,1.0e+00,0.9198,1462,98,70,80,32,98,56
GENE-7109,NO,111.7,48.7,63,1.284,0.4,3.1e-01,1.0e+00,0.9198,1463,48,61,37,89,59,41
GENE-15617,NO,567,251.3,315.7,1.256,0.3,3.1e-01,1.0e+00,0.9198,1463,257,306,191,200,417,330
GENE-16554,NO,440.7,208.3,232.3,1.115,0.2,3.1e-01,1.0e+00,0.9198,1464,202,227,196,218,251,228
GENE-14633,NO,408,221.7,186.3,0.842,-0.2,3.1e-01,1.0e+00,0.9198,1465,190,266,209,189,141,229
GENE-11434,NO,665,357.3,307.7,0.862,-0.2,3.1e-01,1.0e+00,0.9198,1466,345,428,299,322,346,255
GENE-18077,NO,3218.3,1740.3,1478,0.849,-0.2,3.1e-01,1.0e+00,0.9198,1467,1606,1887,1728,1870,1078,1486
GENE-5918,NO,784.3,304.7,479.7,1.574,0.7,3.1e-01,1.0e+00,0.9198,1468,111,293,510,809,286,344
GENE-13401,NO,285.7,129.3,156.3,1.208,0.3,3.1e-01,1.0e+00,0.9198,1469,133,108,147,211,124,134
GENE-14091,YES,3535,1863.3,1671.7,0.897,-0.2,3.1e-01,1.0e+00,0.9198,1470,1701,1827,2062,1708,1520,1787
GENE-1352,NO,260.3,121,139.3,1.149,0.2,3.1e-01,1.0e+00,0.9198,1471,112,121,130,112,158,148
GENE-17599,NO,291.7,137.7,154,1.115,0.2,3.1e-01,1.0e+00,0.9198,1472,148,140,125,155,156,151
GENE-285,NO,137,76,61,0.797,-0.3,3.1e-01,1.0e+00,0.9198,1473,83,65,80,68,79,36
